"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"RELIANCE","EQ","07-Sep-2020","       2077.25","       2084.00","       2105.75","       2044.25","       2099.60","       2082.65","       2071.80","   10119099","         20964707499.00","     255801"
"RELIANCE","EQ","08-Sep-2020","       2082.65","       2092.00","       2121.00","       2080.50","       2103.10","       2107.10","       2108.01","   12643762","         26653239816.40","     287150"
"RELIANCE","EQ","09-Sep-2020","       2107.10","       2085.00","       2167.80","       2081.45","       2163.55","       2161.35","       2136.84","   25526055","         54545044441.00","     531323"
"RELIANCE","EQ","10-Sep-2020","       2161.35","       2183.10","       2344.95","       2175.35","       2319.00","       2314.00","       2275.51","   64751766","        147343363142.35","    1233053"
"RELIANCE","EQ","11-Sep-2020","       2314.00","       2312.00","       2337.85","       2287.10","       2315.00","       2319.75","       2318.58","   27445883","         63635412477.45","     599768"
"RELIANCE","EQ","14-Sep-2020","       2319.75","       2325.00","       2360.00","       2282.00","       2296.25","       2302.55","       2323.57","   20335480","         47250941267.35","     450188"
"RELIANCE","EQ","15-Sep-2020","       2302.55","       2311.95","       2325.75","       2288.15","       2324.00","       2318.85","       2311.23","   12543161","         28990110978.15","     270331"
"RELIANCE","EQ","16-Sep-2020","       2318.85","       2320.00","       2369.35","       2310.55","       2324.90","       2324.55","       2339.46","   15669133","         36657370887.95","     321651"
"RELIANCE","EQ","17-Sep-2020","       2324.55","       2320.00","       2333.70","       2291.85","       2296.00","       2298.75","       2310.29","   11919991","         27538576983.55","     286325"
"RELIANCE","EQ","18-Sep-2020","       2298.75","       2314.25","       2319.45","       2276.55","       2303.60","       2305.70","       2305.10","   15264101","         35185252645.85","     219641"
"RELIANCE","EQ","21-Sep-2020","       2305.70","       2300.00","       2336.00","       2247.35","       2250.00","       2255.85","       2291.38","   15519433","         35560977455.15","     342489"
"RELIANCE","EQ","22-Sep-2020","       2255.85","       2277.00","       2277.00","       2201.55","       2220.05","       2211.15","       2225.36","   16056621","         35731708478.55","     348897"
"RELIANCE","EQ","23-Sep-2020","       2211.15","       2260.00","       2276.75","       2205.30","       2228.00","       2230.80","       2242.58","   19839809","         44492265342.30","     384190"
"RELIANCE","EQ","24-Sep-2020","       2230.80","       2207.90","       2226.00","       2176.05","       2195.00","       2181.20","       2200.65","   13765321","         30292605688.25","     328090"
"RELIANCE","EQ","25-Sep-2020","       2181.20","       2189.00","       2212.80","       2167.30","       2198.85","       2201.70","       2191.17","   13095950","         28695471561.35","     329859"
"RELIANCE","EQ","28-Sep-2020","       2201.70","       2227.00","       2238.00","       2207.05","       2218.00","       2216.25","       2221.39","    9076787","         20163062603.55","     213955"
"RELIANCE","EQ","29-Sep-2020","       2216.25","       2225.00","       2264.00","       2216.25","       2241.90","       2245.05","       2242.30","   11927459","         26744967680.50","     269649"
"RELIANCE","EQ","30-Sep-2020","       2245.05","       2260.00","       2267.00","       2225.00","       2231.00","       2234.35","       2251.01","   11291280","         25416740703.85","     232560"
"RELIANCE","EQ","01-Oct-2020","       2234.35","       2263.80","       2263.80","       2214.00","       2229.05","       2225.25","       2237.62","    9591467","         21462014627.70","     237645"
"RELIANCE","EQ","05-Oct-2020","       2225.25","       2244.00","       2249.15","       2206.00","       2215.00","       2212.20","       2222.94","    8732890","         19412649755.80","     237138"
"RELIANCE","EQ","06-Oct-2020","       2212.20","       2225.25","       2233.90","       2201.65","       2213.00","       2210.35","       2213.64","    8497352","         18810040908.25","     230575"
"RELIANCE","EQ","07-Oct-2020","       2210.35","       2235.00","       2309.00","       2220.00","       2259.40","       2257.50","       2276.27","   24538620","         55856495761.45","     542898"
"RELIANCE","EQ","08-Oct-2020","       2257.50","       2259.00","       2268.00","       2222.10","       2241.50","       2239.25","       2242.24","    9727508","         21811437285.25","     251543"
"RELIANCE","EQ","09-Oct-2020","       2239.25","       2235.00","       2253.00","       2217.10","       2239.00","       2233.45","       2232.05","    8558747","         19103582648.40","     215729"
"RELIANCE","EQ","12-Oct-2020","       2233.45","       2235.00","       2255.75","       2226.25","       2236.00","       2237.05","       2239.55","    6565525","         14703804367.10","     146831"
"RELIANCE","EQ","13-Oct-2020","       2237.05","       2230.60","       2285.75","       2225.85","       2279.00","       2280.70","       2259.76","   10666280","         24103209104.25","     255851"
"RELIANCE","EQ","14-Oct-2020","       2280.70","       2278.90","       2304.00","       2268.50","       2283.00","       2287.50","       2284.78","   12341487","         28197589496.85","     281008"
"RELIANCE","EQ","15-Oct-2020","       2287.50","       2290.00","       2290.00","       2195.00","       2203.25","       2206.50","       2241.04","    9246893","         20722639246.60","     265699"
"RELIANCE","EQ","16-Oct-2020","       2206.50","       2215.00","       2232.50","       2172.65","       2178.00","       2175.80","       2197.33","    9961080","         21887776009.80","     287579"
"RELIANCE","EQ","19-Oct-2020","       2175.80","       2190.05","       2228.70","       2155.15","       2175.50","       2176.20","       2189.75","   14399062","         31530332262.55","     363717"
"RELIANCE","EQ","20-Oct-2020","       2176.20","       2179.00","       2193.00","       2152.25","       2155.85","       2155.90","       2166.54","    8529621","         18479742687.70","     275082"
"RELIANCE","EQ","21-Oct-2020","       2155.90","       2168.00","       2192.00","       2097.75","       2122.65","       2124.60","       2143.87","   15729989","         33723125351.95","     399065"
"RELIANCE","EQ","22-Oct-2020","       2124.60","       2127.40","       2132.50","       2091.00","       2111.90","       2106.95","       2107.04","   14215255","         29952115114.75","     391498"
"RELIANCE","EQ","23-Oct-2020","       2106.95","       2106.00","       2135.00","       2096.40","       2112.00","       2113.05","       2118.90","   10809383","         22904053633.90","     265187"
"RELIANCE","EQ","26-Oct-2020","       2113.05","       2101.95","       2101.95","       2018.50","       2034.90","       2029.10","       2052.69","   17225340","         35358322555.55","     581238"
"RELIANCE","EQ","27-Oct-2020","       2029.10","       2034.90","       2059.85","       2005.00","       2034.40","       2034.50","       2026.38","   16835011","         34114088505.60","     462764"
"RELIANCE","EQ","28-Oct-2020","       2034.50","       2041.80","       2057.70","       2007.40","       2008.90","       2011.45","       2026.02","   13810054","         27979442354.80","     413849"
"RELIANCE","EQ","29-Oct-2020","       2011.45","       1997.00","       2042.00","       1991.00","       2029.05","       2026.90","       2019.57","   14147681","         28572185905.90","     382087"
"RELIANCE","EQ","30-Oct-2020","       2026.90","       2033.50","       2065.10","       2021.80","       2064.35","       2054.50","       2040.66","   15701123","         32040607252.30","     349177"
"RELIANCE","EQ","02-Nov-2020","       2054.50","       2027.00","       2027.00","       1859.15","       1876.00","       1877.45","       1927.55","   45857806","         88393320147.20","    1428490"
"RELIANCE","EQ","03-Nov-2020","       1877.45","       1890.00","       1909.00","       1835.10","       1854.50","       1850.40","       1873.92","   40931170","         76701761539.15","     990935"
"RELIANCE","EQ","04-Nov-2020","       1850.40","       1837.00","       1929.00","       1837.00","       1910.50","       1913.20","       1893.24","   37003111","         70055655614.20","     888904"
"RELIANCE","EQ","05-Nov-2020","       1913.20","       1954.95","       1960.95","       1932.00","       1956.80","       1955.00","       1949.03","   17170274","         33465297065.50","     448665"
"RELIANCE","EQ","06-Nov-2020","       1955.00","       1990.00","       2040.00","       1978.15","       2025.00","       2029.15","       2015.72","   30770080","         62023880104.20","     649196"
"RELIANCE","EQ","09-Nov-2020","       2029.15","       2062.10","       2069.00","       2036.00","       2051.00","       2050.70","       2051.91","   16539467","         33937502974.20","     384188"
"RELIANCE","EQ","10-Nov-2020","       2050.70","       2077.00","       2090.00","       2041.20","       2089.00","       2084.55","       2071.86","   17045147","         35315160450.80","     399073"
"RELIANCE","EQ","11-Nov-2020","       2084.55","       2089.00","       2095.00","       1978.10","       1999.80","       1997.20","       2027.80","   26178477","         53084610845.15","     647679"
"RELIANCE","EQ","12-Nov-2020","       1997.20","       1981.00","       2008.45","       1965.00","       1981.75","       1980.00","       1987.14","   18481466","         36725218562.60","     440630"
"RELIANCE","EQ","13-Nov-2020","       1980.00","       1982.00","       2036.65","       1981.75","       2000.05","       1996.40","       2007.38","   20946864","         42048268831.65","     507695"
"RELIANCE","EQ","14-Nov-2020","       1996.40","       2014.90","       2015.30","       1995.35","       2001.55","       2002.30","       2005.96","    2411900","          4838163827.65","      99484"
"RELIANCE","EQ","17-Nov-2020","       2002.30","       2085.00","       2085.00","       1985.00","       1994.80","       1993.25","       2013.16","   21479385","         43241364015.15","     462630"
"RELIANCE","EQ","18-Nov-2020","       1993.25","       1993.25","       2006.50","       1960.10","       1991.20","       1987.20","       1979.95","   14030652","         27780020120.45","     410607"
"RELIANCE","EQ","19-Nov-2020","       1987.20","       1987.20","       2010.45","       1968.20","       1972.00","       1973.15","       1987.24","   12828008","         25492281433.30","     307890"
"RELIANCE","EQ","20-Nov-2020","       1973.15","       1975.00","       1983.80","       1895.00","       1901.00","       1899.50","       1923.27","   26522972","         51010821672.60","     794436"
"RELIANCE","EQ","23-Nov-2020","       1899.50","       1951.00","       1970.00","       1926.25","       1955.20","       1950.70","       1952.18","   20918665","         40837042219.85","     497781"
"RELIANCE","EQ","24-Nov-2020","       1950.70","       1964.00","       1974.00","       1932.00","       1971.05","       1964.05","       1952.11","   14277083","         27870435599.60","     362587"
"RELIANCE","EQ","25-Nov-2020","       1964.05","       1980.00","       1992.95","       1942.20","       1947.50","       1947.80","       1969.06","   15062376","         29658744015.65","     356793"
"RELIANCE","EQ","26-Nov-2020","       1947.80","       1953.05","       1965.00","       1930.05","       1957.00","       1952.60","       1946.67","   11924527","         23213094743.90","     266412"
"RELIANCE","EQ","27-Nov-2020","       1952.60","       1940.50","       1956.10","       1921.40","       1940.50","       1929.80","       1935.45","   21845931","         42281637552.75","     314085"
"RELIANCE","EQ","01-Dec-2020","       1929.80","       1940.35","       1966.25","       1930.05","       1954.10","       1954.90","       1950.09","    9114939","         17774977230.85","     272346"
"RELIANCE","EQ","02-Dec-2020","       1954.90","       1958.50","       1962.00","       1935.00","       1959.00","       1958.15","       1947.77","   10240168","         19945469659.25","     236641"
"RELIANCE","EQ","03-Dec-2020","       1958.15","       1972.00","       1981.10","       1958.65","       1960.80","       1964.05","       1969.94","   12822945","         25260374206.80","     270788"
"RELIANCE","EQ","04-Dec-2020","       1964.05","       1969.00","       1969.00","       1940.00","       1947.70","       1946.75","       1948.72","    8521388","         16605763758.95","     286109"
"RELIANCE","EQ","07-Dec-2020","       1946.75","       1940.60","       1965.00","       1940.60","       1958.35","       1958.20","       1955.62","    8418767","         16463893633.45","     267040"
"RELIANCE","EQ","08-Dec-2020","       1958.20","       1961.15","       2014.25","       1950.00","       1992.45","       1993.75","       1995.12","   20030506","         39963227133.60","     460158"
"RELIANCE","EQ","09-Dec-2020","       1993.75","       2009.95","       2033.80","       1999.25","       2026.00","       2026.95","       2019.89","   13464375","         27196561520.30","     303801"
"RELIANCE","EQ","10-Dec-2020","       2026.95","       2021.60","       2028.50","       2001.00","       2008.00","       2007.00","       2010.18","    7414229","         14903949695.80","     212910"
"RELIANCE","EQ","11-Dec-2020","       2007.00","       2013.00","       2038.00","       1974.25","       1999.40","       2005.80","       2015.50","   12434745","         25062187257.95","     265002"
"RELIANCE","EQ","14-Dec-2020","       2005.80","       2007.95","       2015.00","       1986.35","       1993.50","       1991.30","       1997.46","    7989830","         15959361790.30","     248928"
"RELIANCE","EQ","15-Dec-2020","       1991.30","       1989.70","       1989.70","       1961.10","       1973.60","       1974.35","       1973.54","    8561406","         16896273508.60","     240918"
"RELIANCE","EQ","16-Dec-2020","       1974.35","       1988.00","       1994.95","       1965.70","       1977.55","       1976.55","       1977.57","    8565904","         16939660870.95","     233001"
"RELIANCE","EQ","17-Dec-2020","       1976.55","       1984.50","       2005.00","       1977.15","       1985.50","       1985.60","       1989.37","    9346460","         18593553236.80","     280068"
"RELIANCE","EQ","18-Dec-2020","       1985.60","       1980.10","       2004.90","       1965.00","       1998.10","       1991.55","       1981.58","    8522215","         16887433569.45","     226069"
"RELIANCE","EQ","21-Dec-2020","       1991.55","       2010.00","       2022.00","       1855.25","       1935.00","       1939.70","       1976.82","   20368545","         40264899448.00","     514099"
"RELIANCE","EQ","22-Dec-2020","       1939.70","       1949.00","       1958.90","       1888.45","       1935.00","       1936.70","       1921.80","   12986606","         24957654770.30","     374827"
"RELIANCE","EQ","23-Dec-2020","       1936.70","       1930.00","       1951.45","       1920.65","       1947.00","       1943.85","       1938.16","    8999898","         17443231403.30","     282444"
"RELIANCE","EQ","24-Dec-2020","       1943.85","       1947.00","       1998.80","       1945.90","       1992.95","       1994.15","       1976.20","    9588577","         18948962895.70","     250116"
"RELIANCE","EQ","28-Dec-2020","       1994.15","       2006.70","       2018.00","       1995.30","       2002.00","       2003.30","       2006.71","    7947719","         15948771620.10","     214898"
"RELIANCE","EQ","29-Dec-2020","       2003.30","       2009.00","       2012.30","       1982.55","       1987.00","       1990.05","       1992.97","    8589407","         17118416326.30","     242433"
"RELIANCE","EQ","30-Dec-2020","       1990.05","       1995.25","       2007.20","       1975.55","       1994.35","       1995.50","       1991.60","   10173132","         20260786998.35","     234486"
"RELIANCE","EQ","31-Dec-2020","       1995.50","       1993.50","       2011.90","       1978.60","       1981.80","       1985.30","       1995.67","    8667516","         17297504921.30","     226094"
